schema_version,record_type,source_name,source_url,startup_name,product_name,pricing_model,description,website,category,collected_at
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/sid,SID,SID,UNKNOWN,AI research lab for retrieval,https://www.sid.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/alguna,Alguna,Alguna,UNKNOWN,AI-Native CPQ & Billing for Modern Pricing Models,https://alguna.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/campfire-2,Campfire,Campfire,UNKNOWN,The AI Native ERP for the fastest growing companies.,https://campfire.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/punchcard,Punchcard,Punchcard,UNKNOWN,"Agentive assurance system for auditors, risk consultants, and clients.",https://www.punchcard.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/kite,Kite,Kite,UNKNOWN,Screen recorder for stunning product demo videos,https://kite.video,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/obento-health,Obento Health,Obento Health,UNKNOWN,CRM Co-Pilot for Medtech Sales,https://www.getobento.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/docsum,Docsum,Docsum,UNKNOWN,AI contract repository,https://www.docsum.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/corgea,Corgea,Corgea,UNKNOWN,"Corgea finds, and fixes insecure code and packages autonomously. ",https://www.corgea.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/outset,Outset,Outset,UNKNOWN,AI-powered user interviews,https://outset.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/shasta-health,Shasta Health,Shasta Health,UNKNOWN,The last healthcare admin hire,https://www.shasta.health,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/health-harbor,Health Harbor,Health Harbor,UNKNOWN,Using generative AI to call insurance for healthcare clinics,https://healthharbor.co/,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/fleetworks,FleetWorks,FleetWorks,UNKNOWN,AI enabled marketplace matching trucks with jobs,https://fleetworks.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/repaint,Repaint,Repaint,UNKNOWN,Build a website by chatting with AI,https://repaint.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/dialtone,Dialtone,Dialtone,UNKNOWN,AI Agents for Enterprises,https://usedialtone.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/numen,Numen,Numen,UNKNOWN,Engineering a future without cancer deaths.,https://www.numen.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/epsilla,Epsilla,Epsilla,UNKNOWN,All-in-one platform to create AI agents with your private knowledge,https://www.epsilla.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/sidenote,Sidenote,Sidenote,UNKNOWN,"Meeting follow-up, automated",https://www.sidenote.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/unhaze,Unhaze,Unhaze,UNKNOWN,The right leads at the right time for B2B sales,https://unhaze.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/surface-labs,Surface Labs,Surface Labs,UNKNOWN,Building the AI-powered marketing ops platform that turns website…,https://withsurface.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/midrender,Midrender,Midrender,UNKNOWN,Turn product features into launch videos,https://midrender.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/vizly,Vizly,Vizly,UNKNOWN,Data to insights in seconds,https://vizly.fyi,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/empirical-health,Empirical Health,Empirical Health,UNKNOWN,Don't die of heart disease. Empirical is the first AI-native heart…,https://empirical.health,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/glade,Glade,Glade,UNKNOWN,Build games at the speed of thought,https://gladestudio.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/studdy,Studdy,Studdy,UNKNOWN,An AI math tutor for every student,https://www.studdy.ai/,Education,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/bolto,Bolto,Bolto,UNKNOWN,"AI Powered All-In-One Payroll, HR + Recruiting ",https://www.bolto.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/flint-2,Flint,Flint,UNKNOWN,Personalized learning built for schools,http://flintk12.com/,Education,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/vango-ai,Vango AI,Vango AI,UNKNOWN,Development platform that makes it 10x easier to improve visual models,https://vango.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/automorphic,Automorphic,Automorphic,UNKNOWN,Infuse knowledge into language models with just 10 samples,https://automorphic.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/baserun,Baserun,Baserun,UNKNOWN,Observability and evaluation platform for LLM apps.,https://baserun.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/andromeda-surgical,Andromeda Surgical,Andromeda Surgical,UNKNOWN,Autonomous surgical robots,http://www.andromedasurgical.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/sudocode,sudocode,sudocode,UNKNOWN,orchestrate your coding agents with sudocode,https://sudocode.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/langdock,Langdock,Langdock,UNKNOWN,The all-in-one AI platform for companies.,https://langdock.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/elythea,Elythea,Elythea,UNKNOWN,ML to predict and prevent pregnancy complications ,https://elythea.org/,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/cedalio,Cedalio,Cedalio,UNKNOWN,"AI agents that automate AP, procurement, and finance",https://cedalio.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/fiber-ai,Fiber AI,Fiber AI,UNKNOWN,"The freshest data APIs for AI sales, recruiting, & growth products",https://www.fiber.ai/apis,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/strada,Strada,Strada,UNKNOWN,AI agents that run insurance operations,https://www.getstrada.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/webhound,Webhound,Webhound,UNKNOWN,Long-horizon research agents,https://webhound.ai,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/dili,dili,dili,UNKNOWN,Automating Compliance for Construction,https://www.dili.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/saatvy,Saatvy,Saatvy,UNKNOWN,Root cause help for chronic conditions,https://saatvy.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/giga,Giga,Giga,UNKNOWN,AI Support Agent for Enterprises.,https://giga.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/aisdr,AiSDR,AiSDR,UNKNOWN,AI sales prospecting. Replace your SDR with AiSDR,https://aisdr.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/nowadays,Nowadays,Nowadays,UNKNOWN,AI-native platform for corporate meetings and events,http://nowadays.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/morph,Morph,Morph,UNKNOWN,Fast Models Optimized for Coding Agents,https://morphllm.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/constructable,Constructable,Constructable,UNKNOWN,Building the next Procore,https://www.constructable.ai/,Real Estate and Construction,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/cognitio-labs,Cognitio Labs,Cognitio Labs,UNKNOWN,AI back office for food product quality teams,https://cognitioiq.com,Industrials,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/tempo-2,Tempo,Tempo,UNKNOWN,"Visual Editor for React, powered by AI",https://www.tempo.new,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/codestory,CodeStory,CodeStory,UNKNOWN,"Aide is an AI-native , privacy-first IDE built on top of VSCode",https://aide.dev,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/letterbook,Letterbook,Letterbook,UNKNOWN,AI-native customer support platform,https://www.letterbook.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/goldbridge,Goldbridge,Goldbridge,UNKNOWN,Ramp for Real Estate,https://www.goldbridgebanking.com/,Real Estate and Construction,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/onyx,Onyx,Onyx,UNKNOWN,Open Source AI Chat,https://www.onyx.app/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/event-horizon-labs,Event Horizon Labs,Event Horizon Labs,UNKNOWN,AI research lab automating all of investing,https://www.ehl.markets/,Fintech,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/upsolve-ai,Upsolve AI,Upsolve AI,UNKNOWN,Deploy trustworthy data agent that know your business,https://upsolve.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/navier-ai,Navier AI,Navier AI,UNKNOWN,Agent-Driven Engineering,http://navier.ai,Industrials,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/ego,ego,ego,UNKNOWN,AI applied research lab building synthetic sapience; human-like AI,https://egoai.com,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/cora,Cora,Cora,UNKNOWN,AI Fitness Coach,https://www.corahealth.app/download,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/greptile,Greptile,Greptile,UNKNOWN,AI code review agent with complete context of your codebase,https://www.greptile.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/ubicloud,Ubicloud,Ubicloud,UNKNOWN,Open source alternative to AWS,https://www.ubicloud.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/duckie,Duckie,Duckie,UNKNOWN,Build AI Support Agents in Minutes,https://duckie.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/ion-design,ion design,ion design,UNKNOWN,AI Website platform that grows revenue automatically,https://www.ion.design/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/sonia,Sonia,Sonia,UNKNOWN,"Validated mental health support in your pocket, anytime. ",https://soniahealth.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/kabilah,Kabilah,Kabilah,UNKNOWN,Agentic AI for Nursing Workflows,https://www.kabilah.com,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/tracecat,Tracecat,Tracecat,UNKNOWN,The open source AI-native security automation platform,https://tracecat.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/precip,Precip,Precip,UNKNOWN,High precision AI weather models,https://precip.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/nuanced,Nuanced,Nuanced,UNKNOWN,the AI coding app for thinking. ,https://www.nuanced.dev/,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/poka-labs,Poka Labs,Poka Labs,UNKNOWN,"Helping industrial manufacturers win deals fast, at the right price.",https://www.pokalabs.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/andon-labs,Andon Labs,Andon Labs,UNKNOWN,Autonomous organizations without humans in the loop,https://andonlabs.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/reducto,Reducto,Reducto,UNKNOWN,The complete agentic document platform,https://reducto.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/tuesday-labs,Tuesday Labs,Tuesday Labs,UNKNOWN,Delightful robots,https://www.tuesdaylabs.com,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/saga-ai,Saga AI,Saga AI,UNKNOWN,Voice Agents for Healthcare Operations,https://usesaga.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/quary,Quary,Quary,UNKNOWN,The first in-browser analytics engineering platform,https://www.quary.dev,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/alex-com,Alex,Alex,UNKNOWN,Your AI recruiter for interviewing and identifying the best talent,https://alex.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/averyiq,AveryIQ,AveryIQ,UNKNOWN,AI Copilot for Property Managers and Landlords,https://averyiq.com,Real Estate and Construction,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/patchwork,Patchwork,Patchwork,UNKNOWN,Your team’s AI powered communication tool,https://atpatchwork.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/arini,Arini,Arini,UNKNOWN,AI receptionist for dentists,https://www.arini.ai,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/simplex,Simplex,Simplex,UNKNOWN,AI agents to enroll providers with payors,https://simplex.sh,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/greenboard,Greenboard,Greenboard,UNKNOWN,Modern OS for the financial back office. ,https://www.greenboard.com,Fintech,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/trellis-ai,Trellis AI,Trellis AI,UNKNOWN,Accelerate Medication Access with AI,https://runtrellis.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/topo,Topo,Topo,UNKNOWN,All-in-one AI platform  for outbound sales,https://www.topo.io/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/panelytic,Panelytic,Panelytic,UNKNOWN,Payment infrastructure for machines,https://panelytic.com/,Fintech,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/copper-health,Copper Health,Copper Health,UNKNOWN,Modern patient engagement and remote therapeutic monitoring platform,https://www.copperhealth.co/,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/glimmer,Glimmer,Glimmer,UNKNOWN,AI search for massive PDFs,https://www.withglimmer.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/promptarmor,PromptArmor,PromptArmor,UNKNOWN,LLM Security and Compliance,https://promptarmor.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/respan,Respan,Respan,UNKNOWN,"Self-driving observability, evals, and gateway for AI agents",https://respan.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/monumint,Monumint,Monumint,UNKNOWN,Conversational AI purpose-built for financial services,https://monumint.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/central,Central,Central,UNKNOWN,"Payroll, benefits, state compliance & other bullsh*t for startups",https://centralhq.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/speck,Speck,Speck,UNKNOWN,AI Notetaker that automates all your admin work,https://speck.sh,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/decipher-ai,Decipher AI,Decipher AI,UNKNOWN,QA agents that write tests 10x faster with zero maintenance,https://getdecipher.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/inquery-2,InQuery,InQuery,UNKNOWN,Intelligent Medical Record Reviews,https://www.inquery.ai/,Healthcare,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/pandasai,PandasAI,PandasAI,UNKNOWN,PandasAI is an open-source conversational data analysis platform with…,https://pandas-ai.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/vibrant-labs,Vibrant Labs,Vibrant Labs,UNKNOWN,Autonomously scaling environments,https://vibrantlabs.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/feldy,Feldy,Feldy,UNKNOWN,Field-First AI for home services,https://feldy.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/crmcopilot,crmCopilot,crmCopilot,UNKNOWN,Give Salesforce the AI upgrade it deserves,https://www.crmcopilot.co?utm_source=yc,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/nanocorp,NanoCorp,NanoCorp,UNKNOWN,Autonomous Companies Run by AI Working While You Sleep.,https://nanocorp.so,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/centralize,Centralize,Centralize,UNKNOWN,The relationship intelligence platform for enterprise revenue,https://www.usecentralize.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/salvy,Salvy,Salvy,UNKNOWN,Mobile carrier for businesses in Brazil,https://www.salvy.com.br,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/aedilic,Aedilic,Aedilic,UNKNOWN,Open-Source AI-generated image/deepfake detection,https://www.nonescape.com,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/pazi,Pazi,Pazi,UNKNOWN,Platform where autonomous companies are built,https://pazi.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/ellipsis,Ellipsis,Ellipsis,UNKNOWN,Cloud platform for coding agents,https://ellipsis.dev,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/browser-buddy,Browser Buddy,Browser Buddy,UNKNOWN,A recommendation system for great Internet writing,https://www.browserbuddy.com/,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/sagaland,Sagaland,Sagaland,UNKNOWN,AI entertainment platform,https://sagaland.ai/,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/superagent,Superagent,Superagent,UNKNOWN,Security for AI-native developers,https://superagent.sh/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/carma,Carma,Carma,UNKNOWN,The AI Operating System For Modern Fleets.,https://www.joincarma.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/toma,Toma,Toma,UNKNOWN,AI for Underserved Industries,http://www.toma.com/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/whip,Whip,Whip,UNKNOWN,A social feed for interactive AI Creations,https://whip.run/,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/trieve,Trieve,Trieve,UNKNOWN,"All-in-one API for search, RAG, & recommendations",https://trieve.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/conduit-ai,Conduit,Conduit,UNKNOWN,AI Agents for Hospitality,https://conduit.ai/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/soundry-ai,Soundry AI,Soundry AI,UNKNOWN,Remix any song into any style,https://soundry.ai/,Consumer,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/overeasy,Overeasy,Overeasy,UNKNOWN,,https://overeasy.sh/,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/clarum,Clarum,Clarum,UNKNOWN,"AI agents for private market diligence, monitoring, and reporting",https://clarum.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/centauri-ai,Centauri AI,Centauri AI,UNKNOWN,Helps teams work effectively with AI coding agents.,https://centauri-ai.tech,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/raindrop,Raindrop,Raindrop,UNKNOWN,Sentry for AI Agents,https://www.raindrop.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/yondu,Yondu,Yondu,UNKNOWN,Robots to Automate Fulfillment,https://yondu.ai/,Industrials,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/lumetric,Lumetric,Lumetric,UNKNOWN,The AI Analyst For Deal Teams,https://www.lumetric.ai,B2B,2026-08-30T11:51:01.982095+00:00
1.0,PRODUCT,Y Combinator Company Directory (yc-oss mirror),https://www.ycombinator.com/companies/openmart,Openmart,Openmart,UNKNOWN,Local business data intelligence platform,https://www.openmart.com,B2B,2026-08-30T11:51:01.982095+00:00
